peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,1.0,0.0,552.0,3.0,6.0,2680.0,1.0,1.0,7.0,18.0,1526.0,2.6,15.0,2.0,12.0,3.8,0.0,156.0,176.0
1.0,1.0,0.0,1443.0,12.0,8.0,626.0,1.0,1.0,5.0,11.0,1192.0,2.3,21.0,11.0,49.0,4.2,1.0,1419.0,188.0
1.0,1.0,0.0,1264.0,15.0,6.0,1818.0,1.0,1.0,18.0,19.0,1046.0,2.6,17.0,9.0,35.0,4.8,0.0,44.0,131.0
1.0,0.0,1.0,1912.0,15.0,3.0,3867.0,1.0,0.0,12.0,14.0,1982.0,2.8,20.0,4.0,31.0,2.5,0.0,314.0,179.0
1.0,0.0,1.0,720.0,5.0,10.0,1207.0,0.0,1.0,9.0,20.0,1746.0,2.5,16.0,3.0,22.0,3.0,0.0,70.0,114.0
1.0,1.0,1.0,529.0,18.0,6.0,2291.0,1.0,1.0,4.0,12.0,850.0,2.3,21.0,6.0,38.0,3.5,1.0,58.0,153.0
1.0,1.0,0.0,876.0,17.0,10.0,463.0,0.0,1.0,6.0,19.0,1589.0,2.9,6.0,2.0,52.0,2.5,0.0,301.0,150.0
1.0,0.0,1.0,1640.0,3.0,9.0,2748.0,0.0,0.0,7.0,17.0,1344.0,2.6,12.0,2.0,33.0,3.0,1.0,993.0,88.0
1.0,0.0,1.0,1740.0,7.0,4.0,2383.0,0.0,1.0,3.0,16.0,1826.0,2.9,7.0,6.0,21.0,2.8,0.0,1057.0,145.0
1.0,1.0,1.0,1769.0,14.0,3.0,3088.0,1.0,1.0,8.0,19.0,1055.0,2.3,7.0,9.0,47.0,2.8,1.0,596.0,105.0
1.0,1.0,0.0,1486.0,20.0,8.0,1715.0,0.0,1.0,6.0,18.0,1581.0,2.2,12.0,2.0,29.0,3.5,1.0,833.0,144.0
0.0,0.0,0.0,1893.0,9.0,9.0,3163.0,1.0,1.0,6.0,10.0,614.0,2.3,5.0,8.0,18.0,3.9,0.0,1362.0,104.0
1.0,1.0,1.0,804.0,2.0,9.0,1412.0,1.0,0.0,12.0,18.0,887.0,2.4,7.0,2.0,17.0,4.3,1.0,771.0,105.0
0.0,0.0,0.0,1884.0,19.0,3.0,577.0,1.0,1.0,11.0,17.0,1452.0,2.6,14.0,11.0,21.0,4.7,0.0,709.0,133.0
1.0,0.0,1.0,1949.0,19.0,3.0,1612.0,1.0,1.0,2.0,13.0,1152.0,3.0,18.0,6.0,29.0,2.5,0.0,236.0,136.0
1.0,1.0,1.0,822.0,11.0,5.0,3965.0,1.0,0.0,6.0,11.0,989.0,2.4,22.0,2.0,63.0,3.3,0.0,583.0,109.0
1.0,0.0,0.0,1656.0,9.0,3.0,1069.0,1.0,0.0,3.0,19.0,1861.0,2.7,12.0,5.0,24.0,2.5,0.0,1006.0,166.0
1.0,0.0,0.0,1393.0,5.0,9.0,3837.0,1.0,0.0,10.0,17.0,841.0,2.4,13.0,2.0,16.0,4.0,0.0,566.0,177.0
1.0,1.0,1.0,811.0,16.0,3.0,1408.0,1.0,0.0,14.0,16.0,1238.0,2.1,22.0,4.0,59.0,2.9,0.0,519.0,190.0
0.0,0.0,0.0,757.0,21.0,9.0,265.0,1.0,1.0,7.0,8.0,1173.0,2.3,10.0,4.0,21.0,3.7,0.0,250.0,169.0
1.0,0.0,0.0,1554.0,8.0,9.0,1482.0,1.0,0.0,3.0,8.0,1772.0,2.8,19.0,2.0,9.0,4.3,0.0,888.0,130.0
1.0,0.0,1.0,654.0,16.0,3.0,3262.0,1.0,0.0,14.0,16.0,879.0,2.8,8.0,11.0,48.0,3.3,0.0,459.0,137.0
1.0,1.0,0.0,816.0,2.0,4.0,338.0,0.0,1.0,13.0,15.0,1901.0,2.1,6.0,2.0,28.0,2.6,0.0,98.0,153.0
1.0,0.0,1.0,515.0,6.0,9.0,3269.0,0.0,1.0,11.0,19.0,618.0,2.8,21.0,5.0,23.0,4.2,0.0,349.0,152.0
1.0,1.0,1.0,684.0,6.0,7.0,596.0,1.0,1.0,10.0,19.0,1793.0,2.5,18.0,3.0,35.0,2.5,0.0,373.0,112.0
1.0,0.0,1.0,1398.0,2.0,4.0,637.0,1.0,0.0,9.0,19.0,1669.0,2.9,17.0,2.0,23.0,3.0,0.0,1213.0,140.0
1.0,0.0,0.0,1554.0,11.0,7.0,1819.0,0.0,0.0,3.0,8.0,1431.0,2.9,18.0,10.0,44.0,2.6,0.0,672.0,153.0
1.0,0.0,0.0,1372.0,16.0,7.0,2984.0,0.0,1.0,11.0,16.0,1130.0,2.4,14.0,14.0,55.0,3.4,1.0,611.0,86.0
0.0,0.0,0.0,1638.0,22.0,8.0,3079.0,1.0,1.0,5.0,19.0,503.0,2.5,19.0,16.0,24.0,2.5,0.0,241.0,176.0
0.0,0.0,0.0,812.0,5.0,3.0,3228.0,0.0,1.0,6.0,8.0,1719.0,2.7,7.0,3.0,64.0,3.3,1.0,611.0,132.0
1.0,1.0,0.0,741.0,11.0,10.0,2813.0,1.0,0.0,8.0,9.0,571.0,2.1,9.0,4.0,41.0,2.6,0.0,391.0,186.0
1.0,1.0,1.0,809.0,16.0,10.0,1871.0,1.0,0.0,7.0,10.0,1095.0,2.3,6.0,4.0,24.0,3.9,1.0,240.0,198.0
0.0,1.0,0.0,1795.0,8.0,8.0,3588.0,1.0,0.0,11.0,21.0,1866.0,2.1,10.0,4.0,59.0,3.9,0.0,1281.0,183.0
1.0,0.0,0.0,986.0,6.0,7.0,2415.0,0.0,0.0,16.0,19.0,545.0,2.7,17.0,2.0,59.0,2.5,0.0,393.0,194.0
1.0,0.0,1.0,1023.0,12.0,3.0,3013.0,0.0,1.0,6.0,9.0,1256.0,2.2,14.0,2.0,46.0,4.3,1.0,206.0,151.0
1.0,0.0,1.0,732.0,12.0,10.0,2192.0,1.0,0.0,12.0,18.0,661.0,2.3,18.0,9.0,7.0,2.5,1.0,661.0,171.0
0.0,1.0,0.0,874.0,22.0,6.0,772.0,0.0,0.0,3.0,16.0,1839.0,2.9,17.0,11.0,38.0,2.5,0.0,788.0,164.0
1.0,1.0,1.0,1990.0,11.0,6.0,532.0,1.0,0.0,6.0,10.0,723.0,2.4,10.0,8.0,8.0,2.5,0.0,1448.0,196.0
0.0,1.0,0.0,1229.0,12.0,6.0,3723.0,1.0,1.0,13.0,18.0,1844.0,2.4,6.0,9.0,58.0,4.2,1.0,785.0,181.0
1.0,0.0,1.0,1303.0,7.0,9.0,3444.0,0.0,0.0,18.0,20.0,1335.0,2.7,7.0,5.0,61.0,3.4,1.0,396.0,185.0
0.0,1.0,0.0,1384.0,4.0,7.0,2497.0,0.0,1.0,9.0,10.0,1363.0,3.0,18.0,3.0,49.0,3.4,0.0,883.0,171.0
1.0,1.0,1.0,529.0,16.0,3.0,1898.0,1.0,1.0,12.0,16.0,1764.0,2.9,22.0,15.0,27.0,4.7,1.0,302.0,191.0
1.0,1.0,1.0,1910.0,18.0,5.0,2887.0,1.0,0.0,13.0,15.0,1747.0,2.1,7.0,6.0,59.0,3.5,1.0,1166.0,161.0
0.0,0.0,0.0,1628.0,10.0,5.0,914.0,0.0,1.0,11.0,18.0,1045.0,2.1,8.0,9.0,44.0,2.5,1.0,718.0,113.0
0.0,1.0,0.0,1106.0,17.0,3.0,1324.0,0.0,1.0,13.0,17.0,1997.0,2.2,9.0,8.0,28.0,2.5,1.0,651.0,131.0
1.0,1.0,1.0,1787.0,8.0,6.0,3957.0,1.0,0.0,6.0,21.0,1655.0,2.9,20.0,4.0,39.0,2.5,1.0,449.0,178.0
1.0,1.0,1.0,1728.0,22.0,9.0,706.0,1.0,0.0,7.0,16.0,593.0,2.5,6.0,20.0,18.0,4.1,1.0,954.0,198.0
0.0,1.0,0.0,1066.0,13.0,6.0,2339.0,0.0,1.0,3.0,13.0,684.0,3.0,20.0,6.0,21.0,2.5,1.0,904.0,123.0
1.0,1.0,1.0,1395.0,22.0,6.0,2522.0,1.0,1.0,4.0,10.0,1535.0,2.3,13.0,20.0,19.0,3.1,0.0,1056.0,162.0
1.0,1.0,1.0,721.0,20.0,4.0,2075.0,0.0,1.0,9.0,18.0,1384.0,2.3,11.0,9.0,15.0,2.5,0.0,614.0,201.0
1.0,0.0,1.0,864.0,12.0,5.0,3654.0,0.0,1.0,12.0,16.0,1585.0,2.8,11.0,7.0,44.0,3.6,0.0,277.0,120.0
0.0,0.0,0.0,928.0,5.0,9.0,2103.0,0.0,1.0,9.0,12.0,1038.0,2.2,4.0,2.0,41.0,4.4,1.0,375.0,121.0
1.0,0.0,0.0,1765.0,16.0,3.0,576.0,1.0,1.0,5.0,7.0,1680.0,2.5,21.0,13.0,9.0,4.3,0.0,420.0,194.0
1.0,1.0,0.0,641.0,4.0,9.0,2946.0,0.0,0.0,9.0,10.0,1912.0,2.6,4.0,2.0,31.0,3.4,1.0,335.0,148.0
1.0,0.0,1.0,738.0,8.0,8.0,2712.0,0.0,0.0,3.0,15.0,1262.0,3.0,10.0,7.0,15.0,2.6,1.0,167.0,108.0
0.0,0.0,0.0,876.0,22.0,9.0,2215.0,0.0,1.0,15.0,20.0,619.0,2.5,9.0,2.0,34.0,4.3,0.0,770.0,201.0
1.0,1.0,1.0,956.0,14.0,3.0,1395.0,1.0,0.0,6.0,11.0,1443.0,2.5,6.0,2.0,55.0,2.6,1.0,256.0,108.0
1.0,0.0,1.0,820.0,22.0,9.0,2184.0,1.0,0.0,5.0,9.0,1577.0,2.2,19.0,2.0,13.0,4.5,1.0,494.0,187.0
1.0,1.0,1.0,1665.0,20.0,6.0,1055.0,1.0,0.0,13.0,16.0,1426.0,2.6,18.0,18.0,25.0,2.5,1.0,1401.0,82.0
0.0,1.0,0.0,1202.0,20.0,5.0,2768.0,0.0,0.0,4.0,9.0,1691.0,2.3,9.0,19.0,26.0,3.8,1.0,956.0,129.0
1.0,1.0,0.0,631.0,6.0,5.0,1873.0,1.0,1.0,7.0,15.0,1908.0,2.2,6.0,5.0,57.0,3.9,0.0,5.0,115.0
1.0,1.0,0.0,1275.0,21.0,6.0,3474.0,1.0,1.0,6.0,12.0,612.0,2.4,14.0,11.0,54.0,3.6,1.0,1041.0,92.0
1.0,1.0,1.0,1022.0,20.0,7.0,3316.0,0.0,1.0,7.0,8.0,1252.0,2.4,8.0,16.0,22.0,3.5,1.0,13.0,169.0
1.0,1.0,1.0,1347.0,17.0,9.0,1443.0,1.0,1.0,6.0,9.0,1447.0,2.4,15.0,9.0,22.0,4.4,1.0,1275.0,175.0
1.0,0.0,1.0,1157.0,3.0,7.0,2054.0,1.0,0.0,8.0,19.0,1858.0,2.1,12.0,2.0,26.0,2.5,1.0,279.0,157.0
1.0,1.0,0.0,1513.0,10.0,7.0,1434.0,1.0,0.0,11.0,14.0,957.0,2.9,11.0,6.0,45.0,2.5,1.0,1250.0,145.0
1.0,0.0,0.0,558.0,5.0,3.0,2076.0,0.0,0.0,3.0,10.0,1346.0,2.5,7.0,3.0,16.0,3.5,1.0,421.0,192.0
1.0,0.0,0.0,1286.0,22.0,8.0,1545.0,0.0,0.0,7.0,9.0,605.0,2.7,21.0,10.0,14.0,3.5,1.0,1005.0,116.0
0.0,1.0,0.0,1293.0,17.0,6.0,1563.0,0.0,1.0,7.0,12.0,1586.0,2.6,19.0,8.0,43.0,3.3,0.0,162.0,137.0
1.0,0.0,1.0,1236.0,16.0,4.0,3614.0,0.0,1.0,7.0,15.0,714.0,2.8,6.0,8.0,11.0,3.6,0.0,883.0,174.0
0.0,1.0,0.0,716.0,6.0,7.0,1734.0,0.0,1.0,7.0,10.0,1029.0,2.8,15.0,2.0,65.0,4.2,1.0,154.0,104.0
1.0,1.0,1.0,1217.0,9.0,5.0,3357.0,0.0,0.0,4.0,17.0,1310.0,2.7,6.0,2.0,63.0,3.9,0.0,61.0,108.0
1.0,1.0,1.0,898.0,9.0,5.0,2401.0,1.0,1.0,17.0,20.0,620.0,2.2,19.0,4.0,59.0,2.5,1.0,881.0,90.0
0.0,0.0,0.0,1358.0,8.0,10.0,2643.0,1.0,0.0,4.0,10.0,1979.0,2.4,9.0,4.0,33.0,3.3,0.0,1147.0,175.0
1.0,0.0,1.0,1554.0,19.0,7.0,2520.0,1.0,0.0,14.0,21.0,820.0,2.2,5.0,4.0,25.0,2.5,1.0,588.0,194.0
1.0,1.0,1.0,730.0,11.0,9.0,2831.0,1.0,1.0,12.0,15.0,1564.0,2.1,5.0,2.0,54.0,3.2,1.0,482.0,107.0
1.0,0.0,1.0,502.0,15.0,5.0,799.0,1.0,1.0,4.0,15.0,1382.0,2.8,17.0,3.0,6.0,4.1,1.0,422.0,94.0
1.0,0.0,1.0,823.0,5.0,5.0,2724.0,0.0,0.0,8.0,14.0,965.0,2.8,18.0,3.0,62.0,2.5,0.0,744.0,158.0
0.0,1.0,0.0,765.0,13.0,4.0,3824.0,1.0,1.0,5.0,16.0,1895.0,2.2,20.0,10.0,65.0,4.1,1.0,639.0,136.0
1.0,0.0,1.0,1714.0,4.0,6.0,3244.0,1.0,1.0,13.0,20.0,774.0,2.5,6.0,3.0,12.0,4.4,1.0,1244.0,82.0
0.0,1.0,0.0,1519.0,12.0,10.0,2910.0,0.0,1.0,6.0,14.0,581.0,3.0,13.0,5.0,9.0,4.5,0.0,810.0,91.0
1.0,0.0,1.0,900.0,7.0,3.0,1547.0,0.0,1.0,7.0,11.0,1907.0,2.5,12.0,5.0,8.0,2.5,1.0,851.0,153.0
0.0,1.0,0.0,838.0,18.0,7.0,1364.0,0.0,0.0,2.0,7.0,1267.0,2.7,14.0,9.0,51.0,3.5,0.0,692.0,184.0
0.0,1.0,0.0,706.0,16.0,6.0,420.0,0.0,1.0,8.0,13.0,807.0,2.1,19.0,2.0,66.0,2.7,1.0,643.0,99.0
1.0,1.0,1.0,1040.0,4.0,6.0,2929.0,1.0,0.0,15.0,16.0,881.0,2.8,13.0,2.0,23.0,3.5,0.0,465.0,189.0
1.0,0.0,1.0,1850.0,16.0,3.0,3066.0,0.0,0.0,8.0,9.0,1960.0,2.4,5.0,8.0,54.0,2.5,0.0,1526.0,155.0
1.0,0.0,0.0,1177.0,4.0,8.0,2680.0,0.0,0.0,2.0,8.0,1853.0,2.7,10.0,2.0,55.0,4.9,0.0,176.0,114.0
0.0,1.0,0.0,800.0,8.0,6.0,1644.0,1.0,0.0,6.0,11.0,1798.0,2.1,5.0,7.0,9.0,3.6,1.0,669.0,103.0
0.0,0.0,0.0,906.0,9.0,10.0,464.0,0.0,1.0,5.0,8.0,1721.0,2.3,7.0,2.0,14.0,4.0,0.0,242.0,124.0
1.0,0.0,0.0,1101.0,22.0,6.0,1183.0,0.0,1.0,2.0,18.0,1701.0,2.1,20.0,18.0,23.0,2.5,1.0,107.0,158.0
1.0,0.0,0.0,1169.0,4.0,9.0,2218.0,1.0,0.0,7.0,11.0,799.0,2.9,8.0,2.0,39.0,4.2,0.0,208.0,146.0
0.0,1.0,0.0,1864.0,20.0,3.0,1715.0,1.0,1.0,5.0,12.0,723.0,2.9,6.0,12.0,18.0,3.3,1.0,410.0,127.0
0.0,0.0,0.0,879.0,18.0,10.0,2717.0,1.0,1.0,11.0,17.0,1074.0,2.4,18.0,8.0,21.0,4.2,1.0,382.0,116.0
0.0,1.0,0.0,1507.0,11.0,9.0,997.0,0.0,0.0,8.0,9.0,1364.0,2.8,20.0,5.0,27.0,2.5,1.0,555.0,133.0
0.0,0.0,0.0,681.0,16.0,5.0,2295.0,0.0,1.0,3.0,7.0,1017.0,2.5,4.0,7.0,14.0,2.8,1.0,337.0,104.0
1.0,1.0,0.0,1712.0,12.0,7.0,2887.0,1.0,1.0,9.0,21.0,1199.0,2.1,16.0,11.0,22.0,2.5,1.0,216.0,131.0
1.0,1.0,1.0,1239.0,10.0,7.0,3463.0,1.0,1.0,5.0,8.0,1574.0,2.8,12.0,9.0,10.0,2.8,1.0,579.0,171.0
1.0,1.0,1.0,999.0,14.0,5.0,1603.0,1.0,1.0,11.0,12.0,720.0,2.4,14.0,3.0,32.0,3.6,1.0,664.0,95.0
0.0,1.0,0.0,673.0,19.0,10.0,3914.0,1.0,0.0,4.0,13.0,1381.0,2.3,21.0,3.0,21.0,2.5,1.0,389.0,136.0
1.0,0.0,1.0,1783.0,3.0,4.0,2576.0,1.0,1.0,5.0,16.0,620.0,2.9,7.0,2.0,65.0,4.2,1.0,855.0,140.0
1.0,1.0,1.0,1518.0,9.0,5.0,3119.0,0.0,1.0,7.0,20.0,1989.0,3.0,10.0,5.0,55.0,2.5,1.0,1054.0,183.0
1.0,0.0,1.0,1120.0,13.0,5.0,3212.0,1.0,1.0,5.0,15.0,1085.0,2.8,6.0,3.0,66.0,4.9,0.0,1027.0,180.0
1.0,0.0,1.0,1704.0,12.0,4.0,1402.0,1.0,1.0,2.0,13.0,1131.0,2.6,15.0,11.0,23.0,2.8,1.0,1130.0,118.0
1.0,1.0,1.0,1579.0,8.0,3.0,3317.0,1.0,0.0,9.0,19.0,1186.0,2.6,16.0,3.0,50.0,3.5,1.0,521.0,193.0
0.0,1.0,0.0,1987.0,19.0,6.0,2624.0,0.0,0.0,5.0,18.0,685.0,2.9,7.0,7.0,21.0,2.7,0.0,956.0,175.0
1.0,0.0,1.0,1725.0,7.0,8.0,728.0,0.0,1.0,6.0,13.0,1203.0,2.4,5.0,3.0,12.0,2.5,1.0,1153.0,200.0
1.0,1.0,1.0,753.0,20.0,10.0,2497.0,0.0,0.0,2.0,12.0,1161.0,2.2,11.0,15.0,30.0,4.7,1.0,380.0,82.0
1.0,0.0,1.0,1813.0,6.0,6.0,821.0,0.0,1.0,5.0,12.0,650.0,2.1,6.0,3.0,62.0,3.8,0.0,933.0,197.0
1.0,0.0,1.0,1856.0,2.0,4.0,1089.0,1.0,0.0,18.0,19.0,1314.0,2.8,16.0,2.0,30.0,2.5,0.0,1235.0,165.0
1.0,1.0,1.0,1878.0,11.0,7.0,3871.0,1.0,1.0,7.0,19.0,1368.0,2.2,16.0,7.0,55.0,3.7,0.0,649.0,163.0
1.0,0.0,0.0,1581.0,10.0,3.0,317.0,1.0,0.0,7.0,16.0,1132.0,2.9,13.0,2.0,29.0,3.8,1.0,1497.0,103.0
1.0,0.0,1.0,749.0,5.0,4.0,3307.0,0.0,0.0,9.0,14.0,896.0,2.1,4.0,4.0,60.0,2.7,0.0,160.0,125.0
1.0,1.0,0.0,928.0,19.0,3.0,511.0,0.0,0.0,3.0,21.0,1424.0,2.1,5.0,17.0,5.0,3.0,1.0,3.0,114.0
1.0,1.0,0.0,1588.0,19.0,7.0,2730.0,0.0,0.0,2.0,8.0,1068.0,2.6,19.0,7.0,41.0,3.6,1.0,403.0,133.0
1.0,0.0,1.0,776.0,16.0,6.0,3273.0,0.0,0.0,14.0,16.0,1487.0,2.1,10.0,5.0,46.0,4.8,1.0,343.0,140.0
1.0,1.0,1.0,1552.0,17.0,9.0,3340.0,1.0,1.0,15.0,20.0,1814.0,3.0,13.0,6.0,44.0,3.3,1.0,382.0,164.0
1.0,1.0,0.0,953.0,21.0,3.0,3453.0,1.0,1.0,4.0,7.0,1358.0,2.8,19.0,2.0,37.0,2.5,1.0,784.0,133.0
1.0,0.0,1.0,1664.0,19.0,4.0,370.0,0.0,1.0,3.0,7.0,1903.0,2.6,14.0,7.0,43.0,2.5,0.0,5.0,133.0
1.0,1.0,0.0,1385.0,4.0,6.0,722.0,0.0,1.0,4.0,14.0,1801.0,2.4,13.0,2.0,51.0,2.5,1.0,634.0,109.0
1.0,0.0,0.0,1465.0,20.0,9.0,1872.0,1.0,1.0,4.0,19.0,862.0,2.5,20.0,15.0,50.0,3.6,0.0,337.0,189.0
1.0,0.0,1.0,1884.0,13.0,3.0,3364.0,0.0,1.0,12.0,15.0,1832.0,2.3,13.0,9.0,49.0,3.0,0.0,1193.0,119.0
1.0,1.0,0.0,1833.0,17.0,7.0,596.0,1.0,0.0,8.0,18.0,839.0,2.2,22.0,3.0,53.0,4.4,0.0,640.0,106.0
0.0,1.0,0.0,1271.0,9.0,4.0,2198.0,0.0,0.0,8.0,14.0,1103.0,2.2,21.0,2.0,33.0,3.8,1.0,389.0,150.0
0.0,0.0,0.0,617.0,22.0,4.0,843.0,0.0,1.0,12.0,15.0,1191.0,2.5,13.0,7.0,9.0,3.9,1.0,81.0,166.0
1.0,0.0,0.0,1677.0,7.0,8.0,3757.0,0.0,1.0,16.0,19.0,1151.0,2.2,10.0,6.0,32.0,4.2,0.0,1619.0,108.0
1.0,0.0,1.0,1439.0,10.0,10.0,3426.0,1.0,0.0,13.0,15.0,792.0,2.1,11.0,9.0,46.0,2.5,1.0,1102.0,91.0
1.0,1.0,1.0,1458.0,14.0,10.0,3040.0,0.0,1.0,9.0,17.0,1453.0,2.6,20.0,7.0,59.0,2.5,0.0,814.0,183.0
1.0,1.0,0.0,1136.0,15.0,8.0,2629.0,1.0,0.0,5.0,20.0,1149.0,2.7,17.0,13.0,30.0,2.8,0.0,1087.0,160.0
1.0,0.0,1.0,848.0,2.0,8.0,3232.0,1.0,1.0,3.0,8.0,1737.0,2.7,11.0,2.0,61.0,3.9,1.0,139.0,150.0
1.0,1.0,0.0,893.0,12.0,8.0,1639.0,0.0,1.0,5.0,9.0,948.0,2.1,8.0,11.0,28.0,3.4,0.0,275.0,188.0
1.0,0.0,0.0,1935.0,11.0,5.0,1331.0,0.0,1.0,3.0,8.0,1499.0,2.7,9.0,7.0,34.0,2.7,1.0,1922.0,94.0
1.0,0.0,1.0,824.0,22.0,7.0,2508.0,0.0,1.0,5.0,7.0,1590.0,2.3,13.0,14.0,6.0,4.5,0.0,148.0,150.0
1.0,0.0,0.0,1054.0,21.0,8.0,2679.0,0.0,1.0,17.0,21.0,1474.0,2.1,10.0,8.0,63.0,4.3,0.0,712.0,170.0
0.0,1.0,0.0,1598.0,2.0,3.0,1975.0,1.0,1.0,11.0,14.0,711.0,2.1,18.0,2.0,37.0,4.0,1.0,1547.0,138.0
1.0,0.0,0.0,1039.0,9.0,8.0,876.0,0.0,1.0,5.0,17.0,1302.0,2.1,12.0,7.0,64.0,2.5,1.0,221.0,158.0
0.0,0.0,0.0,681.0,8.0,7.0,3096.0,0.0,1.0,6.0,14.0,1675.0,2.5,22.0,4.0,44.0,3.6,0.0,216.0,184.0
0.0,0.0,0.0,509.0,10.0,5.0,898.0,0.0,0.0,8.0,19.0,629.0,2.8,16.0,4.0,22.0,3.8,0.0,213.0,144.0
1.0,1.0,1.0,976.0,2.0,10.0,325.0,1.0,0.0,5.0,11.0,1809.0,2.5,5.0,2.0,15.0,4.0,1.0,972.0,157.0
0.0,0.0,0.0,1660.0,17.0,7.0,1552.0,1.0,1.0,4.0,9.0,548.0,3.0,5.0,7.0,28.0,4.6,1.0,418.0,161.0
1.0,0.0,1.0,1635.0,8.0,10.0,1614.0,1.0,1.0,11.0,19.0,1828.0,2.6,19.0,7.0,51.0,2.5,1.0,975.0,174.0
0.0,0.0,0.0,1728.0,21.0,9.0,1276.0,0.0,0.0,9.0,20.0,811.0,2.9,5.0,12.0,23.0,2.8,0.0,1455.0,93.0
0.0,0.0,0.0,897.0,12.0,5.0,3017.0,0.0,0.0,3.0,8.0,1947.0,2.7,17.0,6.0,23.0,3.6,0.0,282.0,115.0
0.0,1.0,0.0,1914.0,17.0,7.0,3550.0,0.0,1.0,6.0,16.0,1037.0,2.2,7.0,3.0,42.0,4.7,1.0,759.0,159.0
1.0,0.0,0.0,567.0,5.0,9.0,1456.0,1.0,0.0,5.0,13.0,989.0,2.8,10.0,3.0,22.0,4.0,1.0,414.0,194.0
0.0,0.0,0.0,1650.0,3.0,4.0,2872.0,1.0,0.0,2.0,18.0,1974.0,2.7,19.0,2.0,39.0,3.2,0.0,717.0,104.0
1.0,1.0,1.0,720.0,2.0,3.0,1677.0,1.0,0.0,14.0,16.0,1856.0,2.4,11.0,2.0,35.0,2.9,0.0,667.0,197.0
1.0,1.0,0.0,910.0,8.0,8.0,1940.0,1.0,1.0,10.0,21.0,1301.0,2.5,7.0,2.0,66.0,4.8,0.0,48.0,85.0
1.0,1.0,1.0,1102.0,12.0,6.0,721.0,0.0,1.0,12.0,16.0,1456.0,2.2,12.0,8.0,23.0,3.6,1.0,188.0,162.0
1.0,1.0,1.0,1728.0,3.0,8.0,1753.0,1.0,1.0,12.0,14.0,1632.0,2.9,22.0,2.0,34.0,4.8,0.0,714.0,82.0
1.0,1.0,1.0,1246.0,21.0,9.0,3474.0,0.0,0.0,3.0,11.0,1806.0,2.6,22.0,11.0,24.0,2.5,0.0,1160.0,155.0
1.0,1.0,0.0,894.0,7.0,3.0,2680.0,1.0,1.0,6.0,11.0,1332.0,2.5,16.0,3.0,42.0,3.8,1.0,196.0,179.0
1.0,1.0,0.0,1006.0,18.0,7.0,698.0,0.0,0.0,14.0,16.0,1930.0,2.8,17.0,7.0,7.0,4.6,1.0,231.0,164.0
1.0,1.0,1.0,1845.0,3.0,8.0,1388.0,1.0,0.0,3.0,9.0,1398.0,2.1,10.0,2.0,46.0,3.5,1.0,175.0,120.0
1.0,0.0,0.0,1439.0,5.0,5.0,439.0,0.0,0.0,9.0,16.0,873.0,2.1,19.0,4.0,54.0,2.6,0.0,196.0,180.0
0.0,0.0,0.0,1006.0,14.0,6.0,2530.0,0.0,1.0,10.0,13.0,1239.0,2.8,18.0,9.0,15.0,4.5,0.0,20.0,100.0
1.0,1.0,1.0,1918.0,17.0,9.0,1416.0,0.0,1.0,3.0,8.0,553.0,2.1,21.0,2.0,56.0,4.8,0.0,171.0,174.0
1.0,1.0,0.0,1425.0,18.0,3.0,2936.0,0.0,1.0,8.0,10.0,789.0,2.6,16.0,17.0,13.0,2.5,0.0,808.0,95.0
1.0,0.0,1.0,1668.0,12.0,10.0,4000.0,1.0,0.0,5.0,8.0,1458.0,2.1,15.0,11.0,41.0,3.6,1.0,817.0,82.0
1.0,1.0,0.0,1199.0,5.0,3.0,2517.0,0.0,0.0,10.0,16.0,1678.0,2.2,6.0,4.0,39.0,3.6,0.0,136.0,147.0
1.0,1.0,1.0,1480.0,6.0,9.0,3631.0,1.0,1.0,17.0,21.0,666.0,2.1,8.0,3.0,53.0,3.1,1.0,703.0,112.0
1.0,1.0,1.0,1501.0,4.0,10.0,980.0,1.0,0.0,5.0,7.0,1156.0,2.2,9.0,2.0,51.0,3.2,0.0,543.0,183.0
1.0,0.0,1.0,742.0,18.0,4.0,3703.0,0.0,1.0,10.0,17.0,855.0,2.6,10.0,12.0,5.0,4.0,1.0,676.0,202.0
1.0,0.0,0.0,683.0,2.0,10.0,505.0,0.0,0.0,5.0,9.0,1209.0,2.3,7.0,2.0,60.0,2.5,1.0,408.0,114.0
1.0,1.0,1.0,1815.0,19.0,4.0,716.0,0.0,1.0,4.0,20.0,1965.0,2.1,4.0,18.0,36.0,3.0,0.0,1138.0,159.0
1.0,1.0,1.0,1650.0,4.0,5.0,3773.0,0.0,1.0,5.0,12.0,1427.0,2.5,11.0,2.0,35.0,2.6,0.0,398.0,91.0
1.0,0.0,0.0,1771.0,18.0,3.0,3929.0,1.0,0.0,5.0,10.0,1077.0,2.2,9.0,4.0,13.0,2.5,0.0,273.0,124.0
1.0,1.0,1.0,1506.0,5.0,6.0,1801.0,1.0,0.0,4.0,7.0,834.0,2.7,13.0,4.0,41.0,2.7,0.0,127.0,105.0
1.0,0.0,1.0,1185.0,19.0,4.0,1909.0,1.0,1.0,16.0,17.0,828.0,2.6,7.0,16.0,59.0,4.4,0.0,1079.0,119.0
